case,workers,binary,processes,cold_median_ms,cold_min_ms,cold_max_ms,warm_median_ms,warm_min_ms,warm_max_ms,peak_rss_kib
list-key,8,current,3,5.15358,4.31066,5.21227,3.76403,3.63171,3.84177,168040
list-key,16,baseline,3,28.5558,28.4995,28.6869,27.6892,27.6487,27.7824,256012
list-key,16,current,3,3.5098,3.49848,4.81875,2.99824,2.97953,3.4438,249928
list-key,default,baseline,3,28.82,28.6409,29.7033,27.7497,27.6754,28.8316,379116
list-key,default,current,3,3.60166,3.55654,4.44572,2.76222,2.73959,3.44517,373204
unique-keys,1,baseline,3,29.6957,29.5997,31.7378,27.0494,26.227,28.3488,136764
unique-keys,1,current,3,10.2715,10.109,10.3205,6.89431,6.76729,6.91218,136864
unique-keys,2,baseline,3,44.2299,43.9082,45.1406,40.4074,40.1672,40.6758,202432
unique-keys,2,current,3,9.45652,9.34964,9.9795,6.81446,6.80232,6.98945,147380
unique-keys,4,baseline,3,24.7197,24.0402,26.107,21.9424,21.7845,22.2002,218916
unique-keys,4,current,3,7.11016,6.63805,7.35812,4.05321,3.98592,4.23984,168096
unique-keys,8,baseline,3,15.6404,14.7041,15.7253,13.2508,13.0868,13.7647,351944
unique-keys,8,current,3,5.92091,5.82791,6.43324,3.00798,2.73198,3.1277,209024
unique-keys,16,baseline,3,11.7624,11.6182,11.8857,10.4696,10.1077,10.6303,596160
unique-keys,16,current,3,6.3016,5.99508,6.56769,1.92042,1.88143,1.94838,290728
unique-keys,default,baseline,3,12.7273,12.4491,14.9883,11.0086,10.2449,15.7681,962800
unique-keys,default,current,3,11.3444,11.3381,11.4403,1.6321,1.60204,1.73209,413996
nonnull,1,baseline,3,4.76972,4.75811,5.00797,4.54254,4.52293,4.68292,71196
nonnull,1,current,3,3.23495,3.22125,3.51679,3.06331,3.01337,3.19578,71256
nonnull,2,baseline,3,3.12705,3.06495,3.39655,2.89208,2.85727,3.06122,97948
nonnull,2,current,3,2.49878,2.05788,2.84759,1.97992,1.89007,2.21053,96000
nonnull,4,baseline,3,3.43359,2.49027,3.43717,2.47772,2.1281,3.20365,151264
nonnull,4,current,3,3.39501,2.29305,3.43143,1.3081,1.21337,2.20135,120756
nonnull,8,baseline,3,3.06224,2.823,3.06895,3.32978,2.35221,3.35847,258224
nonnull,8,current,3,3.41113,3.13808,3.74519,2.23125,2.04219,2.49842,165724
nonnull,16,baseline,3,8.52701,8.30559,8.54358,8.41041,8.33067,8.56328,575748
nonnull,16,current,3,2.75882,2.69504,2.85727,1.25631,1.25077,1.26607,247948
nonnull,default,baseline,3,6.40073,6.26275,6.65332,7.88474,7.58751,8.19573,753720
nonnull,default,current,3,3.18873,3.14658,3.34422,0.879086,0.874103,0.882432,371136
hot-min-ascending,1,baseline,3,2.04301,2.0162,2.06486,1.89923,1.89488,1.90073,71280
hot-min-ascending,1,current,3,1.86054,1.85838,1.93873,1.78773,1.78354,1.79139,71288
hot-min-ascending,2,baseline,3,1.50684,1.50535,2.39975,1.40995,1.36765,1.64892,98204
hot-min-ascending,2,current,3,1.03564,1.03238,1.10308,1.03248,0.994686,1.14636,81780
hot-min-ascending,4,baseline,3,1.30177,1.22366,1.32057,1.05602,1.05559,1.06474,151572
hot-min-ascending,4,current,3,0.795058,0.639223,0.820738,0.599162,0.595508,0.791202,102340
hot-min-ascending,8,baseline,3,1.53913,1.10758,1.58081,1.80286,1.76152,1.88695,257752
hot-min-ascending,8,current,3,0.629959,0.549404,0.787264,0.633649,0.492703,0.637016,143344
hot-min-ascending,16,baseline,3,7.73735,7.7327,9.07751,9.14992,8.66542,9.68189,546900
hot-min-ascending,16,current,3,0.734111,0.659868,1.11554,0.766571,0.668133,0.791314,225400
hot-min-ascending,default,baseline,3,8.61974,8.16247,9.37795,10.5928,9.95009,12.8767,890748
hot-min-ascending,default,current,3,1.0172,0.977415,1.10179,0.856921,0.838542,0.872466,348632
hot-min-descending,1,baseline,3,2.02704,1.98724,2.10358,1.89756,1.89569,1.89781,71224
hot-min-descending,1,current,3,1.29068,1.28819,1.313,1.18551,1.17425,1.19278,71476
hot-min-descending,2,baseline,3,2.1551,1.52897,2.43726,1.43775,1.39337,2.30058,97848
hot-min-descending,2,current,3,0.896815,0.84501,0.938629,0.771648,0.771376,0.783632,81816
hot-min-descending,4,baseline,3,1.34671,1.33665,1.92079,1.08599,1.03842,1.78914,151556
hot-min-descending,4,current,3,1.05258,0.606774,1.23835,1.04771,0.531226,1.06404,102368
hot-min-descending,8,baseline,3,1.44626,1.36059,1.47922,1.76865,1.25509,1.7947,258032
hot-min-descending,8,current,3,2.04729,1.96361,2.27623,0.912322,0.811252,1.09401,161680
hot-min-descending,16,baseline,3,7.91664,7.83943,12.7164,8.47318,8.22166,8.61445,545024
hot-min-descending,16,current,3,1.22691,1.1947,1.26469,1.13767,1.11674,1.94421,225336
hot-min-descending,default,baseline,3,8.22635,8.00452,8.32896,10.3967,10.0381,10.5774,877080
hot-min-descending,default,current,3,0.902368,0.896045,0.920424,0.783659,0.776415,1.64818,348436
all-null-key,1,baseline,3,4.66494,4.61663,4.6828,4.55403,4.51564,4.55556,71276
all-null-key,1,current,3,3.33676,3.31146,3.34507,3.26528,3.25577,3.26973,71284
all-null-key,2,baseline,3,2.53785,2.51677,2.64689,2.47353,2.46123,2.49919,81548
all-null-key,2,current,3,1.71983,1.7187,2.28923,1.64614,1.6408,2.19605,81816
all-null-key,4,baseline,3,1.50898,1.49219,1.64516,1.44573,1.4333,1.50859,102084
all-null-key,4,current,3,1.0084,0.90048,1.18321,0.840595,0.838543,0.840608,102144
all-null-key,8,baseline,3,1.52247,1.4302,1.58456,1.44759,1.28914,1.4634,143224
all-null-key,8,current,3,0.735873,0.627092,0.767926,0.616547,0.447994,0.656247,142988
all-null-key,16,baseline,3,1.15113,1.12723,1.17061,1.01137,1.0036,1.02393,224864
all-null-key,16,current,3,0.488689,0.460429,0.502272,0.409256,0.389389,0.423322,225108
all-null-key,default,baseline,3,1.07188,1.06472,1.10126,0.86281,0.853855,0.887437,348380
all-null-key,default,current,3,0.47369,0.457733,0.475572,0.305104,0.301478,0.313103,348652
distinct-skew,1,baseline,3,46.7975,43.3451,47.3734,43.1594,42.816,45.77,200340
distinct-skew,1,current,3,36.3665,36.2055,36.5383,32.3638,32.3478,32.3919,200616
distinct-skew,2,baseline,3,22.3314,22.0884,23.5966,17.2965,16.8935,17.4656,289956
distinct-skew,2,current,3,13.3343,13.2628,13.5379,11.0965,10.6997,11.2641,149684
distinct-skew,4,baseline,3,17.8565,17.2376,18.1881,14.2565,13.4373,14.7782,351548
distinct-skew,4,current,3,7.26155,7.20331,9.25518,6.03605,5.9741,7.28115,213316
distinct-skew,8,baseline,3,14.4501,14.3777,15.5717,12.7995,12.7106,13.3417,447672
distinct-skew,8,current,3,5.07841,4.99766,6.49705,3.99008,3.98529,4.53461,281152
distinct-skew,16,baseline,3,15.1141,14.6078,15.4628,13.7512,13.4016,14.5776,712140
distinct-skew,16,current,3,3.49275,3.47312,3.68146,3.14434,2.98794,3.18768,327920
distinct-skew,default,baseline,3,14.9346,14.8426,17.4594,18.8867,13.4073,20.2078,989260
distinct-skew,default,current,3,3.48556,3.46355,3.50959,2.77614,2.7546,2.8987,447572
distinct-correlated,1,baseline,3,19.1869,19.0813,19.4039,16.6562,16.4069,16.8874,122196
distinct-correlated,1,current,3,17.6032,17.5764,17.7174,14.7803,14.7172,14.8791,122772
distinct-correlated,2,baseline,3,14.0671,14.0448,14.3082,11.92,10.9893,12.9441,189280
distinct-correlated,2,current,3,10.5848,10.4343,11.8739,7.00951,6.95891,9.97651,121052
distinct-correlated,4,baseline,3,11.3484,11.1748,11.7951,9.29031,9.06464,9.50877,195520
distinct-correlated,4,current,3,5.93708,5.87688,9.25464,3.91018,3.88561,3.97343,139420
distinct-correlated,8,baseline,3,10.8823,10.3634,11.2042,8.55283,8.54343,8.59391,318312
distinct-correlated,8,current,3,4.31437,3.57566,5.02472,2.91264,2.32199,3.11199,179904
distinct-correlated,16,baseline,3,10.145,9.85951,10.4594,9.91688,9.78042,10.3006,576700
distinct-correlated,16,current,3,3.22627,2.98137,3.82435,2.17917,2.16498,2.32191,254196
distinct-correlated,default,baseline,3,9.28634,9.07438,9.68557,10.7676,10.1387,11.5966,736772
distinct-correlated,default,current,3,3.45239,3.29535,3.90345,2.12879,2.07931,2.99444,379160
symbol-extrema,1,baseline,3,40.6461,39.7466,40.8204,39.1318,38.8601,40.3588,98104
symbol-extrema,1,current,3,34.4135,34.3054,34.452,33.0126,32.7625,33.3166,98316
symbol-extrema,2,baseline,3,39.756,39.429,42.5426,39.6291,39.1072,39.7428,108440
symbol-extrema,2,current,3,20.1982,19.6253,23.6714,19.0356,18.8869,19.1948,108456
symbol-extrema,4,baseline,3,39.8108,39.7666,40.0012,39.5203,39.1821,40.0674,128948
symbol-extrema,4,current,3,11.282,11.2045,12.4997,10.8976,10.8944,10.9637,128972
symbol-extrema,8,baseline,3,41.3553,39.606,42.7238,39.6642,39.462,40.2329,169776
symbol-extrema,8,current,3,8.15245,8.10291,8.7357,6.82171,6.55083,6.87281,170224
symbol-extrema,16,baseline,3,40.1852,39.9599,40.9141,39.876,39.3889,40.1824,251780
symbol-extrema,16,current,3,5.57566,5.31708,5.95017,4.60402,4.486,4.69179,251752
symbol-extrema,default,baseline,3,39.7437,39.699,40.1495,39.5485,39.5253,39.7111,375036
symbol-extrema,default,current,3,5.68657,5.52136,5.85419,3.46445,3.39421,3.5543,375016
symbol-top-bottom,1,baseline,3,44.6678,44.633,44.8164,44.311,43.6789,44.3386,116824
symbol-top-bottom,1,current,3,40.6969,40.6463,41.0897,39.8809,39.7605,40.1995,116604
symbol-top-bottom,2,baseline,3,45.1952,44.802,45.4442,43.9217,43.7246,44.6391,126876
symbol-top-bottom,2,current,3,26.0174,23.9991,26.1569,25.2664,23.3436,25.411,137104
symbol-top-bottom,4,baseline,3,45.2068,44.7031,45.4125,43.6947,43.6642,44.9294,147436
symbol-top-bottom,4,current,3,14.3901,13.9146,16.8873,13.5237,13.5229,13.9429,157704
symbol-top-bottom,8,baseline,3,44.9387,44.5224,45.7011,43.7981,43.2701,44.8224,188516
symbol-top-bottom,8,current,3,9.08567,9.04237,10.0626,7.38323,7.37157,8.26782,184388
symbol-top-bottom,16,baseline,3,46.0483,44.7708,46.9351,43.8166,43.6629,44.2343,270216
symbol-top-bottom,16,current,3,6.3659,5.85105,6.41526,5.35388,5.30037,5.56268,264140
symbol-top-bottom,default,baseline,3,44.7094,44.5826,45.2067,43.9132,43.7177,44.0844,393432
symbol-top-bottom,default,current,3,6.13454,5.88677,6.32198,4.04844,4.04649,4.2073,375100
distinct-string-values,1,current,3,25.536,23.5843,30.8713,22.7224,22.3809,22.7364,122516
distinct-string-values,2,current,3,16.873,16.8285,17.0474,15.6609,15.4492,16.1663,139436
distinct-string-values,4,current,3,11.3954,11.2418,12.2797,9.57085,9.43517,9.61408,159784
distinct-string-values,8,current,3,7.07099,6.60752,9.17245,5.66938,5.47442,5.91698,200812
distinct-string-values,16,current,3,6.30552,5.85773,6.82709,4.65505,4.42819,4.75964,282756
distinct-string-values,default,current,3,6.38633,5.77448,6.62121,3.85778,3.81936,5.57619,405800
distinct-string-keys,1,baseline,3,42.376,42.2942,42.7106,40.8188,40.7126,40.9586,118644
distinct-string-keys,1,current,3,17.8817,17.853,18.376,16.8017,16.7405,16.8907,122496
distinct-string-keys,2,baseline,3,24.8749,24.819,25.6576,22.965,22.1579,23.0613,202688
distinct-string-keys,2,current,3,10.5246,10.4952,10.8763,9.15362,9.14033,9.27864,139104
distinct-string-keys,4,baseline,3,13.5964,13.5332,14.8144,12.0014,11.979,12.2844,220756
distinct-string-keys,4,current,3,6.00461,5.98426,6.85973,4.78189,4.70674,4.79168,159680
distinct-string-keys,8,baseline,3,10.7706,10.3224,11.8566,8.06058,7.7147,8.9782,354020
distinct-string-keys,8,current,3,4.18628,3.97352,4.31926,2.85194,2.76323,2.88225,200428
distinct-string-keys,16,baseline,3,8.60144,8.33302,8.74936,8.73943,8.04493,8.77697,606472
distinct-string-keys,16,current,3,3.79577,3.62774,3.86207,1.99306,1.94697,2.08663,282532
distinct-string-keys,default,baseline,3,8.69082,8.60506,9.71789,7.44161,7.36271,7.95611,700812
distinct-string-keys,default,current,3,4.91473,4.81321,5.43854,2.11694,2.10601,2.68161,405764
mixed-distinct-string-keys,1,baseline,3,45.1501,45.1348,46.2738,44.8765,44.5976,45.1732,118136
mixed-distinct-string-keys,1,current,3,34.3736,34.2599,34.4893,32.8194,32.7586,33.3654,128876
mixed-distinct-string-keys,2,baseline,3,27.8705,27.7638,28.3756,25.6296,25.3066,26.4145,208828
mixed-distinct-string-keys,2,current,3,18.2224,17.9577,18.31,16.5676,16.4944,16.5728,143536
mixed-distinct-string-keys,4,baseline,3,15.8224,15.4494,19.1732,13.6008,13.5995,13.8791,225508
mixed-distinct-string-keys,4,current,3,10.6502,10.6432,11.2706,9.11103,9.04792,9.11298,172240
mixed-distinct-string-keys,8,baseline,3,14.7082,13.3222,16.5023,11.4747,9.31757,12.0948,354512
mixed-distinct-string-keys,8,current,3,7.47664,7.38497,8.77116,5.58209,5.52492,6.5898,229416
mixed-distinct-string-keys,16,baseline,3,10.7515,9.737,11.2509,10.0707,9.73404,10.7199,579688
mixed-distinct-string-keys,16,current,3,6.4119,6.38486,6.50908,4.39218,4.19809,4.52784,336036
mixed-distinct-string-keys,default,baseline,3,10.2163,9.66644,10.232,9.63127,9.32093,10.1374,682616
mixed-distinct-string-keys,default,current,3,7.36882,7.26533,7.84305,3.99634,3.95088,4.06717,487468
distinct-guid-keys,1,baseline,3,33.5498,33.4932,33.8955,32.1282,31.9255,32.5114,122460
distinct-guid-keys,1,current,3,10.0406,9.67227,10.3539,9.02441,8.59811,9.05553,116360
distinct-guid-keys,2,baseline,3,29.9497,29.6837,29.961,28.5032,28.387,28.5798,136596
distinct-guid-keys,2,current,3,6.88077,6.78034,8.69829,5.486,5.40282,5.56471,132784
distinct-guid-keys,4,baseline,3,29.6497,29.5131,30.347,28.1615,27.8987,28.4392,165340
distinct-guid-keys,4,current,3,4.72891,4.04613,4.73443,2.91397,2.85656,2.94545,153356
distinct-guid-keys,8,baseline,3,29.4884,29.4701,29.8262,28.0167,27.9686,28.2079,214808
distinct-guid-keys,8,current,3,3.10369,3.00404,3.41054,1.82024,1.74199,2.13048,194328
distinct-guid-keys,16,baseline,3,29.7032,29.6535,29.7524,28.5312,28.1036,28.6772,325180
distinct-guid-keys,16,current,3,2.69334,2.6449,2.82222,1.308,1.30574,1.33679,276520
distinct-guid-keys,default,baseline,3,30.1909,30.0605,33.1633,28.4582,28.4461,28.5222,476644
distinct-guid-keys,default,current,3,4.75,3.8932,4.78535,1.58194,1.47043,1.58621,399424
mixed-distinct-guid-keys,1,baseline,3,38.3147,37.9974,38.987,36.755,36.7185,36.8238,122752
mixed-distinct-guid-keys,1,current,3,38.6208,38.1202,38.6767,36.9051,36.8961,37.1415,122740
mixed-distinct-guid-keys,2,baseline,3,33.6914,33.6579,34.5185,32.2959,32.2766,32.3997,136764
mixed-distinct-guid-keys,2,current,3,34.0543,34.0138,34.2888,32.3837,32.3134,32.4765,137132
mixed-distinct-guid-keys,4,baseline,3,32.9669,32.7646,33.628,31.3845,31.3566,31.6305,165384
mixed-distinct-guid-keys,4,current,3,8.37359,8.22456,9.55148,7.25415,6.97931,7.6089,196800
mixed-distinct-guid-keys,8,baseline,3,33.8264,33.0636,34.6114,31.3789,31.3054,31.6049,215016
mixed-distinct-guid-keys,8,current,3,7.38673,7.37446,7.50016,6.17918,6.0928,6.25889,247816
mixed-distinct-guid-keys,16,baseline,3,33.0239,32.8723,33.3007,31.4391,31.1977,31.5628,320808
mixed-distinct-guid-keys,16,current,3,7.60494,7.60041,8.05643,6.51012,6.38474,6.5276,352480
mixed-distinct-guid-keys,default,baseline,3,33.3119,32.9644,33.428,31.385,31.2683,31.6063,468968
mixed-distinct-guid-keys,default,current,3,8.24364,8.15376,8.53604,6.3326,6.31025,6.37937,495848
distinct-list-keys,1,current,3,14.9309,14.9217,15.0125,14.6101,14.3766,14.9916,96120
distinct-list-keys,2,current,3,8.54603,8.5087,8.61914,8.26397,8.21029,8.3329,106304
distinct-list-keys,4,current,3,4.54288,4.53703,4.54397,4.32202,4.2516,4.33223,126708
distinct-list-keys,8,current,3,2.96067,2.88339,3.00852,2.50874,2.27311,2.91732,167936
distinct-list-keys,16,current,3,2.02472,2.02061,2.18033,1.73499,1.72752,1.87999,249884
distinct-list-keys,default,current,3,2.51101,2.22404,3.50549,1.99379,1.74418,3.54334,372968
mixed-distinct-list-keys,1,current,3,39.1396,39.1373,45.312,38.7604,38.6764,38.9243,98156
mixed-distinct-list-keys,2,current,3,34.5949,34.5208,34.7059,34.0187,33.6618,34.2652,110740
mixed-distinct-list-keys,4,current,3,9.8477,8.71936,11.3894,8.50203,8.43694,9.19103,169988
mixed-distinct-list-keys,8,current,3,7.83904,7.41903,9.15951,7.00859,6.99476,7.81901,221220
mixed-distinct-list-keys,16,current,3,7.41969,7.37227,7.58198,7.17242,7.14127,7.2114,329572
mixed-distinct-list-keys,default,current,3,6.92429,6.75216,7.56513,6.78299,6.67453,6.85346,462320
mixed-distinct-string-values,1,current,3,27.11,26.8965,27.8119,25.8613,25.8163,26.7063,118696
mixed-distinct-string-values,2,current,3,66.0719,65.0125,68.2011,43.215,41.074,51.4016,256976
mixed-distinct-string-values,4,current,3,60.1565,59.6659,60.4176,35.8191,35.7075,44.9527,275516
mixed-distinct-string-values,8,current,3,57.1645,56.7355,58.3363,32.5605,32.3774,34.1591,324408
mixed-distinct-string-values,16,current,3,57.979,57.1036,58.0669,32.1899,31.851,33.8689,408780
mixed-distinct-string-values,default,current,3,58.3992,57.3275,59.2207,31.1633,30.7777,31.2679,531676
hot-first-last,1,baseline,3,7.09583,7.07106,7.10089,6.40329,6.39774,6.42729,97912
hot-first-last,1,current,3,4.89523,4.69748,4.93863,4.10858,3.87909,4.247,98124
hot-first-last,2,baseline,3,7.08728,7.07491,7.33966,6.39604,6.38506,6.42094,108436
hot-first-last,2,current,3,3.45462,3.39263,3.4625,2.61303,2.58811,2.65671,108468
hot-first-last,4,baseline,3,7.10706,7.08247,7.18214,6.39944,6.38603,6.42485,128492
hot-first-last,4,current,3,1.92987,1.86146,1.99187,1.55441,1.49241,1.59884,120624
hot-first-last,8,baseline,3,7.13169,7.05969,7.1335,6.42354,6.36792,6.46108,169768
hot-first-last,8,current,3,1.37468,1.35087,1.46065,0.952553,0.943296,0.988419,161504
hot-first-last,16,baseline,3,7.11044,7.02647,7.17832,6.39826,6.38843,6.44796,251300
hot-first-last,16,current,3,1.46635,1.3866,1.51605,0.688426,0.622997,0.939317,243676
hot-first-last,default,baseline,3,7.09356,7.04062,7.10527,6.39356,6.3785,6.42971,374732
hot-first-last,default,current,3,1.9784,1.86109,1.98415,0.534353,0.524855,0.571058,366812
hot-symbol-extrema,1,baseline,3,34.9612,34.4095,35.51,35.9632,35.0616,36.8017,97840
hot-symbol-extrema,1,current,3,34.5945,32.784,34.6073,33.4078,32.9806,34.846,98164
hot-symbol-extrema,2,baseline,3,36.2219,35.6489,36.6823,35.3792,34.9845,36.5819,108452
hot-symbol-extrema,2,current,3,18.3777,18.1992,18.4682,17.969,17.7944,18.1369,108276
hot-symbol-extrema,4,baseline,3,37.0128,36.5557,37.3713,36.7929,36.5553,36.9002,128692
hot-symbol-extrema,4,current,3,9.32877,9.02556,10.5134,9.21701,9.09093,9.64222,120708
hot-symbol-extrema,8,baseline,3,37.0574,36.5754,37.7959,37.6232,35.2788,37.7483,169828
hot-symbol-extrema,8,current,3,6.48382,6.44304,6.7901,5.66045,4.83967,5.76115,161452
hot-symbol-extrema,16,baseline,3,36.6978,35.4158,36.7731,36.9171,35.9338,37.6562,251704
hot-symbol-extrema,16,current,3,3.38306,3.37399,3.3892,3.21096,3.1623,3.24176,243824
hot-symbol-extrema,default,baseline,3,35.8858,35.2741,36.2922,36.0372,35.3531,36.4221,374872
hot-symbol-extrema,default,current,3,2.61013,2.60561,3.439,2.39432,2.12837,2.41344,366844
hot-wide-extrema,1,baseline,3,20.694,20.6581,20.8993,19.7952,19.6449,20.1218,118348
hot-wide-extrema,1,current,3,21.5911,20.914,23.7262,19.9433,19.7562,20.2448,118412
hot-wide-extrema,2,baseline,3,20.6997,20.6201,20.7728,19.8962,19.5103,19.9932,128680
hot-wide-extrema,2,current,3,12.2725,12.1016,15.2988,11.3624,11.3624,11.5005,128980
hot-wide-extrema,4,baseline,3,21.0214,20.6815,21.314,19.8821,19.7847,20.4596,149192
hot-wide-extrema,4,current,3,5.80419,5.79021,6.54052,5.85769,5.83435,5.86328,133052
hot-wide-extrema,8,baseline,3,20.7487,20.6322,20.7873,19.7788,19.6198,19.9389,190096
hot-wide-extrema,8,current,3,4.04567,3.86621,5.12004,3.53612,3.2098,3.62027,173916
hot-wide-extrema,16,baseline,3,20.7716,20.4983,20.7774,20.1121,19.8867,20.1513,272468
hot-wide-extrema,16,current,3,2.54247,2.37127,2.92579,2.27206,2.19736,3.47676,255772
hot-wide-extrema,default,baseline,3,20.6251,20.6146,20.9251,19.8463,19.2109,19.9948,396004
hot-wide-extrema,default,current,3,2.07719,2.0748,2.09843,1.67952,1.62771,1.70235,379092
hot-mode,1,baseline,3,29.3913,29.3602,29.6403,11.2878,11.2549,11.4402,171484
hot-mode,1,current,3,29.4346,29.2165,30.0294,11.5144,11.4595,11.534,171508
hot-mode,2,baseline,3,29.2914,29.1384,29.5235,11.3437,11.2956,11.4704,182024
hot-mode,2,current,3,6.85102,6.3393,6.94512,5.21663,5.1869,5.34376,100240
hot-mode,4,baseline,3,29.0294,28.9399,29.5769,11.5566,11.4252,11.5597,202576
hot-mode,4,current,3,4.20375,3.96442,5.30753,2.80936,2.80806,2.93627,118744
hot-mode,8,baseline,3,29.6096,29.5426,29.6643,11.2912,11.2642,11.2924,243648
hot-mode,8,current,3,3.30586,2.95134,3.32202,2.00511,1.8088,2.04185,159784
hot-mode,16,baseline,3,29.6737,29.3684,29.7256,11.3577,11.2777,11.8338,325580
hot-mode,16,current,3,2.90348,2.86293,2.90569,1.12556,1.12254,1.14461,241720
hot-mode,default,baseline,3,29.6428,29.4175,29.7357,11.279,11.2567,11.3158,448592
hot-mode,default,current,3,3.89075,3.57523,4.09177,1.07636,1.05377,1.07932,364804
hot-wide-mode,1,baseline,3,32.4109,32.3858,32.7029,14.4016,14.1858,14.4321,200160
hot-wide-mode,1,current,3,32.5927,32.4883,32.667,14.4969,14.4751,14.5299,200208
hot-wide-mode,2,baseline,3,32.2729,32.2614,32.7914,14.4035,14.3988,14.4565,210700
hot-wide-mode,2,current,3,8.77427,8.55513,8.90378,7.57849,7.46829,7.5789,128744
hot-wide-mode,4,baseline,3,32.4597,32.4351,32.6595,14.4628,14.4571,14.4663,230748
hot-wide-mode,4,current,3,4.0445,4.00538,5.56985,3.9633,3.94496,5.0221,133016
hot-wide-mode,8,baseline,3,32.4765,32.1898,32.489,14.4314,14.4306,14.4956,271816
hot-wide-mode,8,current,3,2.99208,2.89496,3.00188,2.81793,2.12409,2.84235,174000
hot-wide-mode,16,baseline,3,32.4126,32.41,32.627,14.4524,14.3246,14.4634,353804
hot-wide-mode,16,current,3,1.82127,1.7985,1.85115,1.58666,1.54677,3.26008,255844
hot-wide-mode,default,baseline,3,32.4831,32.4526,33.004,14.4772,14.4102,14.533,477232
hot-wide-mode,default,current,3,1.69013,1.59876,1.80628,1.271,1.26917,1.27355,379048
hot-top-bottom,1,baseline,3,6.99542,6.96637,7.08298,5.85437,5.77201,5.88321,89744
hot-top-bottom,1,current,3,7.10101,7.00944,7.20019,5.87199,5.84672,5.90186,89804
hot-top-bottom,2,baseline,3,7.0241,6.96516,7.02983,5.78022,5.7627,5.83424,100276
hot-top-bottom,2,current,3,4.30821,4.27335,4.96085,3.10691,3.0307,4.10061,100256
hot-top-bottom,4,baseline,3,6.96259,6.95758,7.00075,5.83136,5.80959,5.83603,120716
hot-top-bottom,4,current,3,3.39609,2.85163,3.87523,1.74382,1.70922,1.88272,118784
hot-top-bottom,8,baseline,3,7.00591,6.99707,7.02172,5.87601,5.77123,5.88358,161372
hot-top-bottom,8,current,3,2.37434,2.23978,3.01941,1.11068,1.08995,1.28442,159820
hot-top-bottom,16,baseline,3,6.99347,6.98184,7.04974,5.84733,5.7892,5.86683,243740
hot-top-bottom,16,current,3,2.52383,2.516,2.74825,0.742781,0.737863,0.745631,241552
hot-top-bottom,default,baseline,3,7.11187,6.97963,13.6961,5.82342,5.82058,5.84257,366644
hot-top-bottom,default,current,3,3.75484,3.5996,3.8492,0.613136,0.60594,1.2043,364796
hot-wide-top-bottom,1,baseline,3,20.3768,19.9263,20.7506,19.4183,18.8677,19.8942,118412
hot-wide-top-bottom,1,current,3,19.7617,19.5688,20.0408,18.7577,18.6464,19.0285,118480
hot-wide-top-bottom,2,baseline,3,20.5804,20.1195,21.1308,19.4103,19.2686,19.4594,128692
hot-wide-top-bottom,2,current,3,13.485,13.3409,14.4274,12.6374,12.527,12.6936,128908
hot-wide-top-bottom,4,baseline,3,20.3871,19.6826,21.1044,18.9803,18.9387,19.8146,149428
hot-wide-top-bottom,4,current,3,6.7387,6.50707,7.51752,6.61764,6.57188,6.78126,133096
hot-wide-top-bottom,8,baseline,3,20.4273,20.3459,20.688,19.1342,19.0817,19.5835,190512
hot-wide-top-bottom,8,current,3,4.38395,3.66835,4.50249,4.06755,4.05583,4.20675,173916
hot-wide-top-bottom,16,baseline,3,20.6313,20.22,20.9398,19.5523,18.8556,19.8103,272500
hot-wide-top-bottom,16,current,3,2.83021,2.56538,2.90661,2.42207,2.23039,2.47724,256092
hot-wide-top-bottom,default,baseline,3,20.1625,19.6909,20.1953,19.0481,18.9574,19.1067,395544
hot-wide-top-bottom,default,current,3,2.21912,2.08679,2.43237,1.95261,1.90556,1.95512,379356
hot-symbol-top-bottom,1,baseline,3,35.5297,35.2429,35.7998,35.4424,34.6725,35.769,97488
hot-symbol-top-bottom,1,current,3,34.1941,34.0463,36.6947,33.9562,33.8775,36.2639,97980
hot-symbol-top-bottom,2,baseline,3,36.1349,35.5935,36.6034,34.9645,34.9613,35.7782,108208
hot-symbol-top-bottom,2,current,3,21.5157,21.0883,21.6777,20.9576,20.5566,21.075,108440
hot-symbol-top-bottom,4,baseline,3,35.9773,35.2368,36.6876,35.0072,34.3895,35.7326,129008
hot-symbol-top-bottom,4,current,3,10.7044,10.5359,13.3514,10.8506,10.695,10.8565,120836
hot-symbol-top-bottom,8,baseline,3,36.2894,35.9618,36.5853,35.6767,34.8364,36.3268,170056
hot-symbol-top-bottom,8,current,3,6.48601,6.46817,6.89955,6.29204,6.07112,6.31368,161748
hot-symbol-top-bottom,16,baseline,3,35.1957,34.7294,35.6344,34.6904,34.6876,34.9381,251692
hot-symbol-top-bottom,16,current,3,3.70493,3.67376,3.73629,3.48573,3.2646,3.51375,243864
hot-symbol-top-bottom,default,baseline,3,35.3818,35.0857,36.5757,34.8644,34.8419,35.2068,375272
hot-symbol-top-bottom,default,current,3,2.78521,2.71892,3.09585,2.4075,2.33323,2.48572,367064
hot-max-k,1,baseline,3,7.35581,7.33929,7.40069,6.20819,6.14517,6.22762,89476
hot-max-k,1,current,3,7.44675,7.42152,7.44743,6.20461,6.17833,6.26316,89712
hot-max-k,2,baseline,3,7.41444,7.38344,7.59539,6.26401,6.19853,6.26789,100512
hot-max-k,2,current,3,4.69163,4.63966,5.74057,3.39216,3.37885,3.42091,100020
hot-max-k,4,baseline,3,7.37509,7.36134,7.42052,6.14683,6.13649,6.21471,120824
